RunDirName	RunStats_RunName	RunParameters_Date	RunParameters_InstrumentName	RunParameters_RunDescription	NumSamplesFound	RunParameters_ThroughputSelection	RunParameters_KitConfiguration	RunParameters_PreparationWorkflow	RunParameters_ChemistryVersion	RunParameters_LowDiversity	RunParameters_LibraryType	RunParameters_PlatformVersion	RunParameters_Cycles_R1	RunParameters_Cycles_R2	RunParameters_Cycles_I1	RunParameters_Cycles_I2	RunStats_TotalYield	Metrics_TotalYield (gb)_1	Metrics_TotalYield (gb)_2	RunStats_AssignedYield	Metrics_AssignedYield (gb)_1	Metrics_AssignedYield (gb)_2	RunStats_NumPolonies	RunStats_NumPolonies_L1	RunStats_NumPolonies_L2	Unassigned_TotalCount_1+2	RunStats_PercentAssignedReads	RunStats_PercentAssignedReads_L1	RunStats_PercentAssignedReads_L2	RunStats_PercentQ30	RunStats_PercentQ30_L1	RunStats_PercentQ30_L2	RunStats_PercentQ40	RunStats_PercentQ40_L1	RunStats_PercentQ40_L2	RunStats_QualityScoreMean	RunStats_QualityScoreMean_L1	RunStats_QualityScoreMean_L2	RunStats_PercentMismatch	RunStats_PercentMismatch_L1	RunStats_PercentMismatch_L2	RunStats_PercentMismatchI1	RunStats_PercentMismatchI2	RunStats_PercentMismatchI1_L1	RunStats_PercentMismatchI1_L2	RunStats_PercentMismatchI2_L1	RunStats_PercentMismatchI2_L2	RunStats_PercentUnexpectedIndexPairs	RunStats_PercentUnexpectedIndexPairs_L1	RunStats_PercentUnexpectedIndexPairs_L2	RunStats_MeanReadLength	RunStats_MeanReadLength_L1	RunStats_MeanReadLength_L2	RunStats_PercentReadsTrimmed	RunStats_FlowCellID	RunStats_AnalysisVersion
20251008_AV251604_3515_JB_ANALYSIS	3515_JB	2025-10-08T14:28:45.573449139Z	AV251604	2x75 high - LDHM- Short insert - Pool R2	97	High	150Cycles	ThirdParty	CloudbreakFS	True	Linear	3.4.1	76	76	10	10	89.745380647	41.848238	47.897143	88.011407767	40.864695	47.146713	598342415	279006388	319336027	880102	98.0676780201183	97.64961976426146	98.43293879271567	88.45565148845415	87.55340750836142	89.24394912071728	68.55424792396396	66.71976555126999	70.15704954163117	38.40017030496938	38.02659246337161	38.726568191234286	6.040324655430402	7.533760936559806	4.74588135577842	1.8524965124563115	4.617142056801496	2.3080669978808523	1.4544610110698428	5.773935910872491	3.606442205873159	0.03799814191678188	0.041710514527717554	0.03475461288932489	75.0	75.0	75.0		2509625787	2.2.1.2035424704
20251010_AV251604_3516_JB_ANALYSIS	3516_JB	2025-10-10T13:48:46.10249002Z	AV251604	Pool R3 - 2x75 high - Short insert - LDHM	97	High	150Cycles	ThirdParty	CloudbreakFS	True	Linear	3.4.1	76	76	10	10	127.190681371	65.863935	61.326746	125.507176519	64.993671	60.513506	848065812	439108574	408957238	648887	98.67517050669647	98.67788598452645	98.67225482386499	94.80037118785934	95.19180684911882	94.38007601013125	81.44749802192631	82.22148029536464	80.61645208163957	41.298218737234826	41.47984402588018	41.103202696219306	1.8338116369498083	1.8366630128883144	1.830749861878004	0.9543850116345464	1.005443086118038	0.9633760766119495	0.9447310592059827	1.0003531985227763	1.0109082376695935	0.02389165995527715	0.02357139125231474	0.024235541223016573	75.0	75.0	75.0		2509478011	2.2.1.2035424704
20251010_AV251604_3517_JB_ANALYSIS	3517_JB	2025-10-10T13:48:46.849279171Z	AV251604	Pool R4 - 2x75 high - LDHM - short insert	97	High	150Cycles	ThirdParty	CloudbreakFS	True	Linear	3.4.1	76	76	10	10	133.788766095	66.895664	66.893102	131.716337741	65.904816	65.811521	892018986	445995077	446023909	559626	98.45080517153926	98.51862871571562	98.38298601163105	94.79398048073983	95.20783186283168	94.38015585094266	81.38533856348509	82.31256823043363	80.45816883477129	41.27524496475983	41.48332931162228	41.06717406894287	2.038891433500707	1.9726270139495816	2.1052429238203434	1.0536239258510651	1.1335162868234967	1.037426277554806	1.0698205270944954	1.078206386382208	1.1888226119070133	0.030471885045729286	0.030375895830796355	0.03056786805570102	75.0	75.0	75.0		2509585690	2.2.1.2035424704
20251016_AV251604_3521_WM_ANALYSIS	3521_WM	2025-10-16T14:47:37.578742581Z	AV251604	2x75 low - hybrid capture amplicons - low multiplex	49	Low	150Cycles	ThirdParty	CloudbreakFS	False	Linear	3.4.1	76	76	7	7	13.767594352	6.659982	7.107612	0.052832471	0.024025	0.028808	91784938	44400272	47384666	82395106	0.38374379029378436	0.3607342765828101	0.40530411251606163	88.6811330562029	88.38845599864794	88.95537664723295	69.04538298720283	68.7380896074991	69.33332233118058	38.52675430101614	38.45039411950749	38.59830514467838	8.517428077417742	8.647224459470428	8.409180846853976	6.905043634643516	2.0761148643732428	6.980214401218728	6.834607293857913	2.129027827205354	2.026534480244934	0.09321573001443875	0.08763685051298785	0.09844323900056613	75.0	75.0	75.0		2510442933	2.2.1.2035424704
20251016_AV251604_3521_WM_ANALYSIS_V2	3521_WM	2025-10-16T14:47:37.578742581Z	AV251604	2x75 low - hybrid capture amplicons - low multiplex	49	Low	150Cycles	ThirdParty	CloudbreakFS	False	Linear	3.4.1	76	76	7	7	13.767594352	6.659982	7.107612	0.822592734	0.396333	0.426260	91784938	44400272	47384666	77189465	5.974831077404007	5.950950030216031	5.997208041943358	88.6811330562029	88.38845599864794	88.95537664723295	69.04538298720283	68.7380896074991	69.33332233118058	38.52675430101614	38.45039411950749	38.59830514467838	99.95618157930487	99.95719537755494	99.95523895955917	99.94843465736689	0.9981560853708265	99.9492097229697	99.94770840715796	1.0216717797564034	0.9761214628837018	0.2292903439124184	0.22834319573537748	0.23017783854380233	75.0	75.0	75.0		2510442933	2.2.1.2035424704
20251016_AV251604_3521_WM_ANALYSIS_V3	3521_WM	2025-10-16T14:47:37.578742581Z	AV251604	2x75 low - hybrid capture amplicons - low multiplex	49	Low	150Cycles	ThirdParty	CloudbreakFS	False	Linear	3.4.1	76	76	7	7	13.767594352	6.659982	7.107612	9.583478516	4.637121	4.946357	91784938	44400272	47384666	24158330	69.60884475402707	69.62654643196781	69.59225796801016	88.6811330562029	88.38845599864794	88.95537664723295	69.04538298720283	68.7380896074991	69.33332233118058	38.52675430101614	38.45039411950749	38.59830514467838	8.312602661102558	8.465330175190985	8.169423762857775	5.54604684375497	3.4325839594981655	5.700710245615179	5.401124494591667	3.4403120412328554	3.4253426099219437	1.2977652172080782	1.302082113370837	1.2937202089806858	75.0	75.0	75.0		2510442933	2.2.1.2035424704
20251017_AV251604_3518_JB_ANALYSIS	3518_JB	2025-10-17T15:12:41.448970528Z	AV251604	pool R5 - 2 x75 high - short insert - LDHM	97	High	150Cycles	ThirdParty	CloudbreakFS	True	Linear	3.4.1	76	76	10	10	105.782407179	53.084151	52.698256	104.255540994	52.329506	51.926035	948960200	474034994	474925206	1185105	98.55622143057211	98.57811847536303	98.53436543016417	71.23959096001427	71.77434338107115	70.70584089262537	60.71850823318688	61.64133812168868	59.79740812072207	31.0064836287198	31.250348099378222	30.763076263886486	1.8582285899411453	1.728562222452227	1.987709376388687	0.9843881433362045	1.0039841253895396	0.9541013959287172	1.014618120486728	0.8988448400765138	1.1089263349266862	0.029140105138234458	0.02874365853251754	0.02953580863425472	75.0	75.0	75.0		2511608490	2.2.1.2035424704
20251017_AV251604_3519_JB_ANALYSIS	3519_JB	2025-10-17T15:12:42.182189799Z	AV251604	Pool R6 - 2 x 75 high - LDHM - short insert	97	High	150Cycles	ThirdParty	CloudbreakFS	True	Linear	3.4.1	76	76	10	10	90.479368662	47.454722	43.024646	88.849180108	46.612080	42.237100	837842677	439393584	398449093	764872	98.19781655739172	98.22380155646515	98.16916134879996	69.28672827281471	69.2110727087904	69.37015817643402	59.779536217951176	59.29558749163104	60.31321534802272	30.178197054783514	30.130230068311604	30.231093112196728	2.4242381628148704	2.4357745453811086	2.4115092246769128	1.7883065351982477	0.8393375646287667	1.7434551321666658	1.8377668528942783	0.8864607932783619	0.7873719692998872	0.047133192285453374	0.04838372878926698	0.04575415108298415	75.0	75.0	75.0		2511674593	2.2.1.2035424704
20251021_AV251604_3513_Pangolin_skin_repeat_ANALYSIS	3513_Pangolin_skin_repeat	2025-10-21T13:10:36.384165229Z	AV251604	2 x 75 medium - short insert	11	Med	150Cycles	ThirdParty	CloudbreakFS	False	Linear	3.4.1	76	76	8	8	89.107177299	43.376057	45.731120	88.259635917	42.955563	45.304073	594054973	289177062	304877911	655865	99.04856768196771	99.03028166182835	99.06591199386695	95.53713182477924	95.7666544566157	95.31942933488983	82.84187262020727	84.09866271481795	81.64980571736686	41.69630948924542	41.8549296135851	41.545858112233	1.9158933777051033	1.9056334525053578	1.9256214289091196	0.9149742630273724	1.178687150844512	0.8717676698544955	0.9559557681543928	1.201856562810654	1.156710935976533	0.06080548373761362	0.06233654867134655	0.059353266822928345	75.0	75.0	75.0		2511484184	2.2.1.2035424704
20251021_AV251604_3521_WM_rpt_ANALYSIS	3521_WM_rpt	2025-10-21T13:10:36.77003877Z	AV251604	2 x 75 low - short insert - 6125 and 6825 fm	49	Low	150Cycles	ThirdParty	CloudbreakFS	False	Linear	3.4.1	76	76	7	7	19.785171483	9.875798	9.909374	1.239782635	0.613374	0.626409	131903859	65839656	66064203	114277950	6.26620029365479	6.210846545127757	6.321365899169328	91.52247963672794	91.08686882163134	91.95660984512293	73.14069258074802	72.38131577317678	73.8974883266207	39.722787467347715	39.5386420858578	39.90630695325273	99.94440653522653	99.94441455541426	99.94439868204283	99.93761679824026	0.7301273382532796	99.93734715836838	99.93788552162752	0.7585102220483224	0.7018409256350331	0.2272791730831772	0.2271989391925134	0.22735913426519352	75.0	75.0	75.0		2505646347	2.2.1.2035424704
20251021_AV251604_3521_WM_rpt_ANALYSIS_V3	3521_WM_rpt	2025-10-21T13:10:36.77003877Z	AV251604	2 x 75 low - short insert - 6125 and 6825 fm	49	Low	150Cycles	ThirdParty	CloudbreakFS	False	Linear	3.4.1	76	76	7	7	19.785171483	9.875798	9.909374	13.655946928	6.830481	6.825466	131903859	65839656	66064203	36450617	69.02099050794261	69.16366634722392	68.87879961255265	91.52247963672794	91.08686882163134	91.95660984512293	73.14069258074802	72.38131577317678	73.8974883266207	39.722787467347715	39.5386420858578	39.90630695325273	4.552119449019594	5.015266665963943	4.088637473922754	2.8206327772700535	1.9809206191190598	3.1383210005375832	2.50402435114274	2.1633340009205675	1.7991272459725174	1.3253456064541675	1.3219980979244486	1.3286817370671982	75.0	75.0	75.0		2505646347	2.2.1.2035424704
20251022_AV251604_3518_JB_repeat_ANALYSIS	3518_JB_repeat	2025-10-22T15:34:32.365639153Z	AV251604	Repeat run at 10pM lane 1 and 10.5pM lane 2  - Pool R5 - LDHM - short-insert recipe	97	High	150Cycles	ThirdParty	CloudbreakFS	True	Linear	3.4.1	76	76	10	10	140.470638795	71.489291	68.981347	138.454861767	70.469774	67.985088	936517062	476599536	459917526	1177719	98.56468882998311	98.57362534234612	98.55542817474627	95.08390358971734	95.27605385667015	94.88478369779136	81.91058905448965	82.31251582390686	81.49408370085321	41.44298248674797	41.53026081836835	41.35253841797134	1.7678201378208946	1.7435061464615644	1.7930206921541423	0.9715359859531242	0.9241597818811422	0.9426571767369271	1.0014622798962518	0.9252095929607844	0.9230718923245151	0.031076102273938068	0.030824201222050707	0.03133714021587427	75.0	75.0	75.0		2505413436	2.2.1.2035424704
20251022_AV251604_3519_JB_repeat_ANALYSIS	3519_JB_repeat	2025-10-22T15:34:33.111914996Z	AV251604	Repeat run 2x75 high - loading 10pM lane 1 and 10.5pM lane 2 - LDHM - short insert recipe - pool R6	97	High	150Cycles	ThirdParty	CloudbreakFS	True	Linear	3.4.1	76	76	10	10	139.564554396	72.226102	67.338452	137.297458591	71.069416	66.228042	930485467	481520953	448964514	806257	98.37485500458655	98.39781406147866	98.35023108307398	94.61051439506255	94.98425135267858	94.20967608737706	80.93553410508738	81.68046785563936	80.13658185317811	41.21523597237799	41.396188228081805	41.021162053622795	2.1244226075293837	2.042353647069612	2.2124853431082205	1.240354734198819	1.051730858645574	1.191320689055218	1.2929444588000638	1.0107890297028936	1.0956415640026627	0.03754201568846212	0.03721873344938325	0.03788874057872645	75.0	75.0	75.0		2511567786	2.2.1.2035424704
20251024_AV251604_3520_JB_ANALYSIS	3520_JB	2025-10-24T13:01:04.513400655Z	AV251604	Pool R7 - 2x75 high - LDHM - short insert	97	High	150Cycles	ThirdParty	CloudbreakFS	True	Linear	3.4.1	76	76	10	10	129.556551308	61.995214	67.561337	127.767362189	61.150407	66.616955	863780789	413308664	450472125	670661	98.61855413410913	98.63660733712565	98.6019903007317	96.20993212974393	96.67142948641406	95.78650780371075	85.11010775983658	86.84637636340476	83.51707943009052	42.013038648613275	42.26255485249962	41.78410726051769	1.66349206908215	1.6034507249136762	1.7185994077854283	1.109286190639354	0.6828955843962374	1.073210168082389	1.14238598052192	0.6540776033095728	0.7093361133459624	0.028643146866745146	0.027642053010531617	0.029561651567230715	75.0	75.0	75.0		2510522611	2.2.1.2035424704
